,Source,Target,Label
1117,18,277,0
1118,18,278,0
1119,18,282,0
1120,18,295,0
1121,18,296,0
1122,18,302,0
1123,18,303,0
1124,18,331,0
1125,18,333,0
1126,18,334,0
1127,18,336,0
1128,18,342,0
1129,18,345,0
1130,18,352,0
1131,18,362,0
1132,18,420,0
1133,18,428,0
1134,18,429,0
1135,18,430,0
1136,18,431,0
1137,18,446,0
1138,18,449,0
1139,18,458,0
1140,18,476,0
1141,18,479,0
1142,18,480,0
1143,18,482,0
1144,18,483,0
1145,18,484,0
1146,18,489,0
1147,18,490,0
1148,18,506,0
1149,18,512,0
1150,18,517,0
1151,18,563,0
1152,18,564,0
1153,18,566,0
1154,18,570,0
1155,18,577,0
1156,18,594,0
1157,18,597,0
1158,18,608,0
1159,18,609,0
1160,18,612,0
1161,18,613,0
1162,18,614,0
1163,18,616,0
1164,18,618,0
1165,18,624,0
1166,18,626,0
1167,18,627,0
1168,18,629,0
1169,18,630,0
1170,18,651,0
1171,18,652,0
1172,18,696,0
1173,18,703,0
1174,18,749,0
1175,18,750,0
1176,18,751,0
1177,18,784,0
1178,18,785,0
1179,18,788,0
1180,18,817,0
1181,18,818,0
1182,18,821,0
1183,18,828,0
1184,18,838,0
1185,18,847,0
1186,18,860,0
1187,18,861,0
1188,18,885,0
1189,18,902,0
1190,18,947,0
1191,18,952,0
1192,18,955,0
1193,18,956,0
1194,18,966,0
1195,18,968,0
1196,18,1040,0
1197,18,1066,0
1198,18,1241,0
1199,18,1276,0
1200,18,1277,0
1201,18,1278,0
1202,18,1338,0
1203,18,1339,0
1204,18,1566,0
1205,18,1661,0
1206,18,1672,0
1207,18,2561,0
1208,18,2562,0
1209,18,2633,0
1210,18,2634,0
1211,18,2635,0
1212,19,108,0
1213,19,110,0
1214,19,196,0
1215,19,282,0
1216,19,567,0
1217,19,630,0
1218,19,1722,0
1219,19,1723,0
1220,20,21,0
1221,20,22,0
1222,20,24,0
1223,20,25,0
1224,20,26,0
1225,20,27,0
1226,20,36,0
1227,20,37,0
1228,20,40,0
1229,20,42,0
1230,20,45,0
1231,20,46,0
1232,20,47,0
1233,20,48,0
1234,20,49,0
1235,20,50,0
1236,20,51,0
1237,20,57,0
1238,20,58,0
1239,20,59,0
1240,20,63,0
1241,20,67,0
1242,20,77,0
1243,20,79,0
1244,20,80,0
1245,20,81,0
1246,20,82,0
1247,20,88,0
1248,20,89,0
1249,20,97,0
1250,20,98,0
1251,20,99,0
1252,20,103,0
1253,20,113,0
1254,20,115,0
1255,20,118,0
1256,20,123,0
1257,20,128,0
1258,20,129,0
1259,20,130,0
1260,20,137,0
1261,20,139,0
1262,20,140,0
1263,20,141,0
1264,20,155,0
1265,20,156,0
1266,20,157,0
1267,20,160,0
1268,20,164,0
1269,20,176,0
1270,20,181,0
1271,20,183,0
1272,20,187,0
1273,20,193,0
1274,20,196,0
1275,20,198,0
1276,20,199,0
1277,20,201,0
1278,20,203,0
1279,20,212,0
1280,20,223,0
1281,20,226,0
1282,20,228,0
1283,20,232,0
1284,20,235,0
1285,20,237,0
1286,20,254,0
1287,20,265,0
1288,20,266,0
1289,20,267,0
1290,20,269,0
1291,20,290,0
1292,20,294,0
1293,20,302,0
1294,20,303,0
1295,20,305,0
1296,20,313,0
1297,20,315,0
1298,20,319,0
1299,20,321,0
1300,20,322,0
1301,20,346,0
1302,20,353,0
1303,20,355,0
1304,20,357,0
1305,20,367,0
1306,20,368,0
1307,20,376,0
1308,20,386,0
1309,20,402,0
1310,20,421,0
1311,20,446,0
1312,20,450,0
1313,20,451,0
1314,20,454,0
1315,20,455,0
1316,20,473,0
1317,20,479,0
1318,20,480,0
1319,20,481,0
1320,20,500,0
1321,20,501,0
1322,20,504,0
1323,20,540,0
1324,20,545,0
1325,20,546,0
1326,20,556,0
1327,20,563,0
1328,20,564,0
1329,20,593,0
1330,20,597,0
1331,20,608,0
1332,20,609,0
1333,20,612,0
1334,20,613,0
1335,20,614,0
1336,20,615,0
1337,20,630,0
1338,20,632,0
1339,20,637,0
1340,20,638,0
1341,20,668,0
1342,20,683,0
1343,20,685,0
1344,20,687,0
1345,20,719,0
1346,20,784,0
1347,20,819,0
1348,20,828,0
1349,20,829,0
1350,20,838,0
1351,20,839,0
1352,20,840,0
1353,20,852,0
1354,20,854,0
1355,20,884,0
1356,20,917,0
1357,20,939,0
1358,21,22,0
1359,21,24,0
1360,21,29,0
1361,21,30,0
1362,21,37,0
1363,21,40,0
1364,21,42,0
1365,21,76,0
1366,21,78,0
1367,21,79,0
1368,21,80,0
1369,21,81,0
1370,21,82,0
1371,21,97,0
1372,21,98,0
1373,21,99,0
1374,21,103,0
1375,21,111,0
1376,21,112,0
1377,21,115,0
1378,21,140,0
1379,21,141,0
1380,21,142,0
1381,21,148,0
1382,21,149,0
1383,21,176,0
1384,21,182,0
1385,21,193,0
1386,21,196,0
1387,21,198,0
1388,21,199,0
1389,21,201,0
1390,21,202,0
1391,21,210,0
1392,21,226,0
1393,21,228,0
1394,21,231,0
1395,21,232,0
1396,21,237,0
1397,21,254,0
1398,21,269,0
1399,21,290,0
1400,21,291,0
1401,21,302,0
1402,21,305,0
1403,21,313,0
1404,21,315,0
1405,21,322,0
1406,21,333,0
1407,21,334,0
1408,21,336,0
1409,21,337,0
1410,21,342,0
1411,21,345,0
1412,21,357,0
1413,21,362,0
1414,21,363,0
1415,21,364,0
1416,21,365,0
1417,21,386,0
1418,21,390,0
1419,21,391,0
1420,21,392,0
1421,21,422,0
1422,21,423,0
1423,21,424,0
1424,21,425,0
1425,21,450,0
1426,21,451,0
1427,21,454,0
1428,21,456,0
1429,21,473,0
1430,21,479,0
1431,21,480,0
1432,21,482,0
1433,21,483,0
1434,21,484,0
1435,21,504,0
1436,21,556,0
1437,21,558,0
1438,21,570,0
1439,21,594,0
1440,21,597,0
1441,21,608,0
1442,21,609,0
1443,21,612,0
1444,21,632,0
1445,21,668,0
1446,21,683,0
1447,21,685,0
1448,21,687,0
1449,21,696,0
1450,21,703,0
1451,21,719,0
1452,21,784,0
1453,21,785,0
1454,21,819,0
1455,21,854,0
1456,21,884,0
1457,21,885,0
1458,21,902,0
1459,21,930,0
1460,21,947,0
1461,21,993,0
1462,21,995,0
1463,21,1066,0
1464,21,1241,0
1465,21,1661,0
1466,21,1672,0
1467,21,2596,0
1468,21,2597,0
1469,22,24,0
1470,22,27,0
1471,22,28,0
1472,22,30,0
1473,22,40,0
1474,22,42,0
1475,22,78,0
1476,22,80,0
1477,22,87,0
1478,22,97,0
1479,22,98,0
1480,22,99,0
1481,22,111,0
1482,22,112,0
1483,22,115,0
1484,22,141,0
1485,22,142,0
1486,22,148,0
1487,22,164,0
1488,22,176,0
1489,22,182,0
1490,22,183,0
1491,22,193,0
1492,22,201,0
1493,22,202,0
1494,22,203,0
1495,22,210,0
1496,22,226,0
1497,22,228,0
1498,22,232,0
1499,22,270,0
1500,22,271,0
1501,22,272,0
1502,22,273,0
1503,22,290,0
1504,22,302,0
1505,22,303,0
1506,22,313,0
1507,22,315,0
1508,22,322,0
1509,22,334,0
1510,22,362,0
1511,22,421,0
1512,22,434,0
1513,22,450,0
1514,22,451,0
1515,22,454,0
1516,22,473,0
1517,22,479,0
1518,22,480,0
1519,22,484,0
1520,22,504,0
1521,22,597,0
1522,22,612,0
1523,22,668,0
1524,22,683,0
1525,22,685,0
1526,22,687,0
1527,22,698,0
1528,22,719,0
1529,22,753,0
1530,22,755,0
1531,22,784,0
1532,22,819,0
1533,22,876,0
1534,22,878,0
1535,22,1365,0
1536,22,1661,0
1537,22,1809,0
1538,22,1810,0
1539,23,24,0
1540,23,27,0
1541,23,28,0
1542,23,30,0
1543,23,38,0
1544,23,39,0
1545,23,40,0
1546,23,42,0
1547,23,77,0
1548,23,79,0
1549,23,80,0
1550,23,81,0
1551,23,86,0
1552,23,87,0
1553,23,97,0
1554,23,98,0
1555,23,99,0
1556,23,112,0
1557,23,113,0
1558,23,115,0
1559,23,128,0
1560,23,129,0
1561,23,130,0
1562,23,140,0
1563,23,148,0
1564,23,154,0
1565,23,158,0
1566,23,164,0
1567,23,171,0
1568,23,176,0
1569,23,181,0
1570,23,182,0
1571,23,187,0
1572,23,193,0
1573,23,198,0
1574,23,199,0
1575,23,203,0
1576,23,210,0
1577,23,226,0
1578,23,228,0
1579,23,235,0
1580,23,237,0
1581,23,245,0
1582,23,254,0
1583,23,255,0
1584,23,256,0
1585,23,259,0
1586,23,290,0
1587,23,302,0
1588,23,305,0
1589,23,313,0
1590,23,315,0
1591,23,319,0
1592,23,321,0
1593,23,334,0
1594,23,337,0
1595,23,348,0
1596,23,353,0
1597,23,357,0
1598,23,363,0
1599,23,364,0
1600,23,365,0
1601,23,390,0
1602,23,391,0
1603,23,392,0
1604,23,421,0
1605,23,442,0
1606,23,445,0
1607,23,450,0
1608,23,454,0
1609,23,479,0
1610,23,480,0
1611,23,481,0
1612,23,504,0
1613,23,540,0
1614,23,555,0
1615,23,556,0
1616,23,597,0
1617,23,632,0
1618,23,636,0
1619,23,637,0
1620,23,638,0
1621,23,668,0
1622,23,683,0
1623,23,685,0
1624,23,687,0
1625,23,719,0
1626,23,768,0
1627,23,784,0
1628,23,819,0
1629,23,837,0
1630,23,852,0
1631,23,854,0
1632,23,877,0
1633,23,884,0
1634,23,915,0
1635,23,917,0
1636,23,939,0
1637,23,993,0
1638,23,995,0
1639,23,1035,0
1640,23,1141,0
1641,23,1204,0
1642,24,30,0
1643,24,37,0
1644,24,80,0
1645,24,97,0
1646,24,98,0
1647,24,99,0
1648,24,112,0
1649,24,115,0
1650,24,164,0
1651,24,176,0
1652,24,182,0
1653,24,193,0
1654,24,210,0
1655,24,226,0
1656,24,228,0
1657,24,290,0
1658,24,302,0
1659,24,313,0
1660,24,315,0
1661,24,450,0
1662,24,454,0
1663,24,479,0
1664,24,480,0
1665,24,504,0
1666,24,597,0
1667,24,668,0
1668,24,683,0
1669,24,685,0
1670,24,687,0
1671,24,719,0
1672,24,784,0
1673,24,819,0
1674,25,26,0
1675,25,265,0
1676,25,266,0
1677,25,267,0
1678,25,402,0
1679,25,500,0
1680,25,501,0
1681,25,545,0
1682,25,546,0
1683,26,45,0
1684,26,46,0
1685,26,47,0
1686,26,57,0
1687,26,58,0
1688,26,59,0
1689,26,88,0
1690,26,349,0
1691,26,382,0
1692,26,383,0
1693,26,384,0
1694,26,385,0
1695,26,500,0
1696,26,501,0
1697,26,502,0
1698,26,545,0
1699,26,546,0
1700,27,28,0
1701,27,29,0
1702,27,79,0
1703,27,103,0
1704,27,111,0
1705,27,112,0
1706,27,113,0
1707,27,121,0
1708,27,128,0
1709,27,129,0
1710,27,130,0
1711,27,140,0
1712,27,141,0
1713,27,148,0
1714,27,164,0
1715,27,181,0
1716,27,183,0
1717,27,187,0
1718,27,196,0
1719,27,198,0
1720,27,199,0
1721,27,201,0
1722,27,232,0
1723,27,235,0
1724,27,237,0
1725,27,254,0
1726,27,283,0
1727,27,284,0
1728,27,285,0
1729,27,286,0
1730,27,303,0
1731,27,305,0
1732,27,306,0
1733,27,321,0
1734,27,322,0
1735,27,357,0
1736,27,362,0
1737,27,386,0
1738,27,421,0
1739,27,422,0
1740,27,423,0
1741,27,424,0
1742,27,425,0
1743,27,451,0
1744,27,455,0
1745,27,473,0
1746,27,481,0
1747,27,484,0
1748,27,556,0
1749,27,597,0
1750,27,612,0
1751,27,632,0
1752,27,679,0
1753,27,788,0
1754,27,811,0
1755,27,837,0
1756,27,884,0
1757,27,917,0
1758,27,927,0
1759,27,931,0
1760,27,939,0
1761,27,1019,0
1762,27,1020,0
1763,27,1035,0
1764,27,1661,0
1765,28,29,0
1766,28,30,0
1767,28,37,0
1768,28,70,0
1769,28,71,0
1770,28,76,0
1771,28,78,0
1772,28,97,0
1773,28,102,0
1774,28,111,0
1775,28,112,0
1776,28,120,0
1777,28,121,0
1778,28,135,0
1779,28,142,0
1780,28,154,0
1781,28,164,0
1782,28,182,0
1783,28,183,0
1784,28,202,0
1785,28,203,0
1786,28,210,0
1787,28,219,0
1788,28,221,0
1789,28,222,0
1790,28,228,0
1791,28,235,0
1792,28,236,0
1793,28,284,0
1794,28,285,0
1795,28,287,0
1796,28,288,0
1797,28,289,0
1798,28,290,0
1799,28,291,0
1800,28,292,0
1801,28,293,0
1802,28,303,0
1803,28,334,0
1804,28,353,0
1805,28,357,0
1806,28,387,0
1807,28,404,0
1808,28,421,0
1809,28,422,0
1810,28,423,0
1811,28,424,0
1812,28,425,0
1813,28,426,0
1814,28,445,0
1815,28,449,0
1816,28,454,0
1817,28,456,0
1818,28,481,0
1819,28,504,0
1820,28,511,0
1821,28,541,0
1822,28,558,0
1823,28,600,0
1824,28,629,0
1825,28,630,0
1826,28,632,0
1827,28,679,0
1828,28,703,0
1829,28,784,0
1830,28,809,0
1831,28,837,0
1832,28,886,0
1833,28,939,0
1834,28,1035,0
1835,28,1238,0
1836,28,1239,0
1837,28,2604,0
1838,29,103,0
1839,29,196,0
1840,29,310,0
1841,29,604,0
1842,29,605,0
1843,29,606,0
1844,29,607,0
1845,29,835,0
1846,30,31,0
1847,30,37,0
1848,30,40,0
1849,30,42,0
1850,30,64,0
1851,30,65,0
1852,30,66,0
1853,30,78,0
1854,30,80,0
1855,30,83,0
1856,30,85,0
1857,30,90,0
1858,30,97,0
1859,30,99,0
1860,30,100,0
1861,30,101,0
1862,30,111,0
1863,30,112,0
1864,30,115,0
1865,30,119,0
1866,30,123,0
1867,30,137,0
1868,30,139,0
1869,30,142,0
1870,30,154,0
1871,30,158,0
1872,30,160,0
1873,30,164,0
1874,30,168,0
1875,30,169,0
1876,30,172,0
1877,30,175,0
1878,30,176,0
1879,30,177,0
1880,30,182,0
1881,30,184,0
1882,30,185,0
1883,30,186,0
1884,30,193,0
1885,30,202,0
1886,30,204,0
1887,30,207,0
1888,30,210,0
1889,30,211,0
1890,30,212,0
1891,30,213,0
1892,30,226,0
1893,30,228,0
1894,30,248,0
1895,30,280,0
1896,30,281,0
1897,30,290,0
1898,30,298,0
1899,30,302,0
1900,30,307,0
1901,30,308,0
1902,30,313,0
1903,30,315,0
1904,30,316,0
1905,30,318,0
1906,30,320,0
1907,30,345,0
1908,30,366,0
1909,30,369,0
1910,30,370,0
1911,30,372,0
1912,30,388,0
1913,30,389,0
1914,30,393,0
1915,30,394,0
1916,30,395,0
1917,30,396,0
1918,30,397,0
1919,30,398,0
1920,30,405,0
1921,30,411,0
1922,30,412,0
1923,30,416,0
1924,30,450,0
1925,30,454,0
1926,30,460,0
1927,30,461,0
1928,30,479,0
1929,30,480,0
1930,30,504,0
1931,30,527,0
1932,30,534,0
1933,30,542,0
1934,30,547,0
1935,30,553,0
1936,30,554,0
1937,30,597,0
1938,30,630,0
1939,30,668,0
1940,30,669,0
1941,30,673,0
1942,30,674,0
1943,30,683,0
1944,30,685,0
1945,30,687,0
1946,30,719,0
1947,30,784,0
1948,30,801,0
1949,30,819,0
1950,30,837,0
1951,30,841,0
1952,30,908,0
1953,30,913,0
1954,30,951,0
1955,30,1035,0
1956,30,1038,0
1957,31,50,0
1958,31,54,0
1959,31,118,0
1960,31,139,0
1961,31,165,0
1962,31,166,0
1963,31,167,0
1964,31,170,0
1965,31,213,0
1966,31,427,0
1967,31,428,0
1968,31,459,0
1969,31,476,0
1970,31,567,0
1971,31,749,0
1972,31,750,0
1973,31,968,0
1974,32,33,0
1975,32,35,0
1976,32,36,0
1977,32,52,0
1978,32,53,0
1979,32,84,0
1980,32,99,0
1981,32,152,0
1982,32,153,0
1983,32,154,0
1984,32,155,0
1985,32,159,0
1986,32,186,0
1987,32,204,0
1988,32,205,0
1989,32,206,0
1990,32,207,0
1991,32,208,0
1992,32,209,0
1993,32,247,0
1994,32,257,0
1995,32,274,0
1996,32,275,0
1997,32,276,0
1998,32,277,0
1999,32,278,0
2000,32,302,0
2001,32,303,0
2002,32,311,0
2003,32,352,0
2004,32,427,0
2005,32,445,0
2006,32,446,0
2007,32,481,0
2008,32,491,0
2009,32,563,0
2010,32,567,0
2011,32,592,0
2012,32,608,0
2013,32,609,0
2014,32,610,0
2015,32,611,0
2016,32,612,0
2017,32,617,0
2018,32,639,0
2019,32,640,0
2020,32,680,0
2021,32,681,0
2022,32,682,0
2023,32,752,0
2024,32,815,0
2025,32,828,0
2026,32,855,0
2027,32,856,0
2028,32,862,0
2029,32,929,0
2030,32,964,0
2031,32,1035,0
2032,33,34,0
2033,33,36,0
2034,33,51,0
2035,33,53,0
2036,33,54,0
2037,33,55,0
2038,33,61,0
2039,33,62,0
2040,33,69,0
2041,33,84,0
2042,33,91,0
2043,33,92,0
2044,33,97,0
2045,33,148,0
2046,33,152,0
2047,33,153,0
2048,33,155,0
2049,33,159,0
2050,33,160,0
2051,33,162,0
2052,33,192,0
2053,33,193,0
2054,33,194,0
2055,33,195,0
2056,33,196,0
2057,33,208,0
2058,33,209,0
2059,33,226,0
2060,33,295,0
2061,33,296,0
2062,33,297,0
2063,33,311,0
2064,33,314,0
2065,33,426,0
2066,33,427,0
2067,33,436,0
2068,33,445,0
2069,33,447,0
2070,33,448,0
2071,33,458,0
2072,33,470,0
2073,33,479,0
2074,33,481,0
2075,33,488,0
2076,33,506,0
2077,33,518,0
2078,33,566,0
2079,33,567,0
2080,33,576,0
2081,33,592,0
2082,33,616,0
2083,33,617,0
2084,33,625,0
2085,33,628,0
2086,33,652,0
2087,33,680,0
2088,33,681,0
2089,33,682,0
2090,33,689,0
2091,33,752,0
2092,33,766,0
2093,33,767,0
2094,33,775,0
2095,33,789,0
2096,33,815,0
2097,33,816,0
2098,33,817,0
2099,33,822,0
2100,33,848,0
2101,33,862,0
2102,33,919,0
2103,33,929,0
2104,33,938,0
2105,33,942,0
2106,33,964,0
2107,33,976,0
2108,33,1015,0
2109,33,1035,0
2110,33,1180,0
2111,33,1181,0
2112,33,1241,0
2113,33,1663,0
2114,33,1664,0
2115,34,35,0
2116,34,36,0
2117,34,54,0
2118,34,55,0
2119,34,60,0
2120,34,61,0
2121,34,62,0
2122,34,84,0
2123,34,148,0
2124,34,149,0
2125,34,150,0
2126,34,153,0
2127,34,154,0
2128,34,155,0
2129,34,160,0
2130,34,162,0
2131,34,163,0
2132,34,208,0
2133,34,209,0
2134,34,311,0
2135,34,427,0
2136,34,445,0
2137,34,481,0
2138,34,506,0
2139,34,567,0
2140,34,592,0
2141,34,616,0
2142,34,617,0
2143,34,667,0
2144,34,668,0
2145,34,680,0
2146,34,681,0
2147,34,682,0
2148,34,752,0
2149,34,815,0
2150,34,862,0
2151,34,929,0
2152,34,964,0
2153,34,1035,0
2154,34,1120,0
2155,34,1121,0
2156,34,1122,0
2157,35,36,0
2158,35,51,0
2159,35,60,0
2160,35,84,0
2161,35,93,0
2162,35,94,0
2163,35,95,0
2164,35,96,0
2165,35,116,0
2166,35,148,0
2167,35,151,0
2168,35,153,0
2169,35,155,0
2170,35,160,0
2171,35,163,0
2172,35,167,0
2173,35,174,0
2174,35,208,0
2175,35,209,0
2176,35,224,0
2177,35,243,0
2178,35,311,0
2179,35,331,0
2180,35,420,0
2181,35,427,0
2182,35,429,0
2183,35,445,0
2184,35,449,0
2185,35,481,0
2186,35,489,0
2187,35,490,0
2188,35,512,0
2189,35,517,0
2190,35,567,0
2191,35,577,0
2192,35,592,0
2193,35,617,0
2194,35,624,0
2195,35,626,0
2196,35,627,0
2197,35,680,0
2198,35,681,0
2199,35,682,0
2200,35,752,0
2201,35,815,0
2202,35,821,0
2203,35,847,0
2204,35,862,0
2205,35,929,0
2206,35,950,0
2207,35,964,0
2208,35,1035,0
2209,35,1039,0
2210,35,2556,0
2211,36,51,0
2212,36,84,0
2213,36,148,0
2214,36,210,0
2215,36,311,0
2216,36,427,0
2217,36,445,0
2218,36,481,0
2219,36,567,0
2220,36,592,0
2221,36,614,0
2222,36,617,0
2223,36,680,0
2224,36,681,0
2225,36,752,0
2226,36,815,0
2227,36,839,0
2228,36,862,0
2229,36,929,0
2230,36,964,0
2231,36,1035,0
2232,36,1278,0
2233,37,38,0
2234,37,40,0
2235,37,42,0
2236,37,63,0
2237,37,70,0
2238,37,78,0
2239,37,80,0
2240,37,86,0
2241,37,98,0
2242,37,99,0
2243,37,100,0
2244,37,111,0
2245,37,112,0
2246,37,114,0
2247,37,116,0
2248,37,117,0
2249,37,141,0
2250,37,142,0
2251,37,164,0
2252,37,171,0
2253,37,176,0
2254,37,182,0
2255,37,183,0
2256,37,193,0
2257,37,201,0
2258,37,202,0
2259,37,203,0
2260,37,210,0
2261,37,226,0
2262,37,228,0
2263,37,232,0
2264,37,290,0
2265,37,302,0
2266,37,303,0
2267,37,307,0
2268,37,313,0
2269,37,315,0
2270,37,319,0
2271,37,322,0
2272,37,389,0
2273,37,430,0
2274,37,445,0
2275,37,450,0
2276,37,451,0
2277,37,454,0
2278,37,455,0
2279,37,473,0
2280,37,479,0
2281,37,480,0
2282,37,504,0
2283,37,507,0
2284,37,555,0
2285,37,556,0
2286,37,597,0
2287,37,668,0
2288,37,683,0
2289,37,685,0
2290,37,687,0
2291,37,719,0
2292,37,755,0
2293,37,784,0
2294,37,819,0
2295,37,877,0
2296,37,914,0
2297,37,1365,0
2298,38,87,0
2299,38,114,0
2300,38,269,0
2301,38,350,0
2302,38,351,0
2303,38,433,0
2304,38,445,0
2305,38,455,0
2306,38,503,0
2307,38,698,0
2308,38,876,0
2309,38,877,0
2310,38,917,0
2311,38,1811,0
2312,38,2570,0
2313,38,2571,0
2314,38,2572,0
2315,39,97,0
2316,39,114,0
2317,39,115,0
2318,39,269,0
2319,39,270,0
2320,39,271,0
2321,39,272,0
2322,39,273,0
2323,39,421,0
2324,39,434,0
2325,39,445,0
2326,39,455,0
2327,39,698,0
2328,39,753,0
2329,39,876,0
2330,39,878,0
2331,39,917,0
2332,39,1809,0
2333,39,1810,0
2334,40,80,0
2335,40,97,0
2336,40,98,0
2337,40,99,0
2338,40,112,0
2339,40,115,0
2340,40,164,0
2341,40,176,0
2342,40,182,0
2343,40,193,0
2344,40,210,0
2345,40,226,0
2346,40,228,0
2347,40,290,0
2348,40,302,0
2349,40,313,0
2350,40,315,0
2351,40,450,0
2352,40,454,0
2353,40,479,0
2354,40,480,0
2355,40,504,0
2356,40,597,0
2357,40,668,0
2358,40,683,0
2359,40,685,0
2360,40,687,0
2361,40,719,0
2362,40,784,0
2363,40,819,0
2364,42,80,0
2365,42,97,0
2366,42,98,0
2367,42,99,0
2368,42,112,0
2369,42,115,0
2370,42,164,0
2371,42,176,0
2372,42,182,0
2373,42,193,0
2374,42,210,0
2375,42,226,0
2376,42,228,0
2377,42,290,0
2378,42,302,0
2379,42,313,0
2380,42,315,0
2381,42,450,0
2382,42,454,0
2383,42,479,0
2384,42,480,0
2385,42,504,0
2386,42,597,0
2387,42,668,0
2388,42,683,0
2389,42,685,0
2390,42,687,0
2391,42,719,0
2392,42,784,0
2393,42,819,0
2394,45,47,0
2395,45,57,0
2396,45,265,0
2397,45,266,0
2398,45,267,0
2399,45,402,0
2400,45,500,0
2401,45,501,0
2402,45,545,0
2403,45,546,0
2404,46,47,0
2405,46,57,0
2406,46,58,0
2407,46,265,0
2408,46,266,0
2409,46,267,0
2410,46,402,0
2411,46,500,0
2412,46,501,0
2413,46,545,0
2414,46,546,0
2415,47,88,0
2416,47,265,0
2417,47,266,0
2418,47,267,0
2419,47,402,0
2420,47,500,0
2421,47,501,0
2422,47,545,0
2423,47,546,0
2424,48,50,0
2425,48,63,0
2426,48,67,0
2427,48,89,0
2428,48,98,0
2429,48,118,0
2430,48,173,0
2431,48,212,0
2432,48,280,0
2433,48,319,0
2434,48,346,0
2435,48,367,0
2436,48,368,0
2437,48,393,0
2438,48,395,0
2439,48,411,0
2440,48,412,0
2441,48,450,0
2442,48,451,0
2443,48,452,0
2444,48,453,0
2445,48,460,0
2446,48,547,0
2447,48,643,0
2448,48,644,0
2449,48,674,0
2450,48,840,0
2451,48,857,0
2452,48,858,0
2453,48,1196,0
2454,48,2598,0
2455,49,63,0
2456,49,67,0
2457,49,90,0
2458,49,98,0
2459,49,118,0
2460,49,172,0
2461,49,211,0
2462,49,212,0
2463,49,294,0
2464,49,318,0
2465,49,319,0
2466,49,346,0
2467,49,368,0
2468,49,369,0
2469,49,370,0
2470,49,393,0
2471,49,394,0
2472,49,395,0
2473,49,397,0
2474,49,412,0
2475,49,416,0
2476,49,450,0
2477,49,451,0
2478,49,452,0
2479,49,453,0
2480,49,461,0
2481,49,542,0
2482,49,547,0
2483,49,615,0
2484,49,840,0
2485,49,841,0
2486,49,913,0
2487,50,63,0
2488,50,67,0
2489,50,98,0
2490,50,118,0
2491,50,139,0
2492,50,156,0
2493,50,157,0
2494,50,158,0
2495,50,168,0
2496,50,172,0
2497,50,173,0
2498,50,294,0
2499,50,346,0
2500,50,367,0
2501,50,368,0
2502,50,461,0
2503,50,615,0
2504,50,840,0
2505,51,52,0
2506,51,53,0
2507,51,84,0
2508,51,148,0
2509,51,149,0
2510,51,150,0
2511,51,152,0
2512,51,153,0
2513,51,155,0
2514,51,159,0
2515,51,208,0
2516,51,209,0
2517,51,210,0
2518,51,275,0
2519,51,276,0
2520,51,277,0
2521,51,278,0
2522,51,311,0
2523,51,352,0
2524,51,427,0
2525,51,445,0
2526,51,481,0
2527,51,567,0
2528,51,592,0
2529,51,613,0
2530,51,614,0
2531,51,617,0
2532,51,680,0
2533,51,681,0
2534,51,682,0
2535,51,752,0
2536,51,815,0
2537,51,838,0
2538,51,839,0
2539,51,862,0
2540,51,929,0
2541,51,964,0
2542,51,1035,0
2543,51,1120,0
2544,51,1121,0
2545,51,1122,0
2546,52,53,0
2547,52,152,0
2548,52,159,0
2549,52,274,0
2550,52,667,0
2551,52,668,0
2552,53,56,0
2553,53,84,0
2554,53,91,0
2555,53,92,0
2556,53,152,0
2557,53,159,0
2558,53,160,0
2559,53,161,0
2560,53,167,0
2561,53,274,0
2562,53,275,0
2563,53,276,0
2564,53,277,0
2565,53,278,0
2566,53,295,0
2567,53,296,0
2568,53,352,0
2569,53,950,0
2570,53,1039,0
2571,53,2556,0
2572,54,56,0
2573,54,61,0
2574,54,83,0
2575,54,91,0
2576,54,92,0
2577,54,152,0
2578,54,160,0
2579,54,161,0
2580,54,162,0
2581,54,165,0
2582,54,166,0
2583,54,296,0
2584,54,427,0
2585,54,428,0
2586,54,457,0
2587,54,458,0
2588,54,476,0
2589,54,568,0
2590,54,616,0
2591,54,618,0
2592,54,749,0
2593,54,750,0
2594,54,818,0
2595,54,820,0
2596,54,955,0
2597,54,965,0
2598,54,968,0
2599,54,1041,0
2600,54,2657,0
2601,54,2658,0
2602,55,56,0
2603,55,60,0
2604,55,61,0
2605,55,62,0
2606,55,84,0
2607,55,152,0
2608,55,159,0
2609,55,162,0
2610,55,163,0
2611,55,167,0
2612,55,295,0
2613,55,296,0
2614,55,506,0
2615,55,616,0
2616,55,1039,0
2617,56,61,0
2618,56,62,0
2619,56,91,0
2620,56,92,0
2621,56,97,0
2622,56,151,0
2623,56,152,0
2624,56,159,0
2625,56,162,0
2626,56,192,0
2627,56,193,0
2628,56,194,0
2629,56,243,0
2630,56,295,0
2631,56,296,0
2632,56,297,0
2633,56,331,0
2634,56,420,0
2635,56,436,0
2636,56,448,0
2637,56,449,0
2638,56,470,0
2639,56,489,0
2640,56,490,0
2641,56,506,0
2642,56,512,0
2643,56,517,0
2644,56,518,0
2645,56,577,0
2646,56,616,0
2647,56,624,0
2648,56,626,0
2649,56,627,0
2650,56,652,0
2651,56,752,0
2652,56,766,0
2653,56,821,0
2654,56,822,0
2655,56,848,0
2656,56,919,0
2657,56,929,0
2658,57,58,0
2659,57,265,0
2660,57,266,0
2661,57,267,0
