nodes,source,target
"636,850",636,850
"636,851",636,851
"637,142",637,142
"637,202",637,202
"637,638",637,638
"637,852",637,852
"637,853",637,853
"638,142",638,142
"638,202",638,202
"638,637",638,637
"638,852",638,852
"638,854",638,854
"639,150",639,150
"639,205",639,205
"639,640",639,640
"639,855",639,855
"639,856",639,856
"640,150",640,150
"640,205",640,205
"640,206",640,206
"640,639",640,639
"640,1256",640,1256
"641,206",641,206
"641,207",641,207
"641,866",641,866
"641,867",641,867
"641,2559",641,2559
"642,207",642,207
"642,1257",642,1257
"642,1258",642,1258
"642,1259",642,1259
"642,1260",642,1260
"643,211",643,211
"643,644",643,644
"643,857",643,857
"643,858",643,858
"643,859",643,859
"644,211",644,211
"644,643",644,643
"644,857",644,857
"644,858",644,858
"644,1724",644,1724
"647,212",647,212
"647,645",647,645
"647,646",647,646
"647,1261",647,1261
"647,1262",647,1262
"648,212",648,212
"648,754",648,754
"648,1347",648,1347
"648,1508",648,1508
"648,1725",648,1725
"649,214",649,214
"649,650",649,650
"649,651",649,651
"649,1726",649,1726
"649,1727",649,1727
"650,214",650,214
"650,649",650,649
"650,1726",650,1726
"650,1727",650,1727
"650,1728",650,1728
"651,214",651,214
"651,649",651,649
"651,860",651,860
"651,861",651,861
"651,862",651,862
"652,100",652,100
"652,116",652,116
"652,752",652,752
"652,1729",652,1729
"652,1730",652,1730
"654,225",654,225
"654,656",654,656
"654,1267",654,1267
"654,1268",654,1268
"654,1269",654,1269
"655,192",655,192
"655,1263",655,1263
"655,1264",655,1264
"655,1265",655,1265
"655,1266",655,1266
"656,654",656,654
"656,1267",656,1267
"656,1268",656,1268
"656,1269",656,1269
"656,1270",656,1270
"657,227",657,227
"657,380",657,380
"657,863",657,863
"657,864",657,864
"657,865",657,865
"658,227",658,227
"658,1731",658,1731
"658,1732",658,1732
"658,1733",658,1733
"658,1734",658,1734
"659,227",659,227
"659,380",659,380
"659,658",659,658
"659,1163",659,1163
"659,1735",659,1735
"660,227",660,227
"660,380",660,380
"660,1736",660,1736
"660,1737",660,1737
"660,1738",660,1738
"661,206",661,206
"661,492",661,492
"661,662",661,662
"661,866",661,866
"661,867",661,867
"662,661",662,661
"662,866",662,866
"662,868",662,868
"662,869",662,869
"662,870",662,870
"663,223",663,223
"663,239",663,239
"663,240",663,240
"663,485",663,485
"663,1538",663,1538
"664,251",664,251
"664,252",664,252
"664,494",664,494
"664,578",664,578
"664,1739",664,1739
"665,260",665,260
"665,262",665,262
"665,263",665,263
"665,264",665,264
"665,666",665,666
"666,12",666,12
"666,260",666,260
"666,262",666,262
"666,263",666,263
"666,665",666,665
"668,6",668,6
"668,8",668,8
"668,97",668,97
"668,672",668,672
"668,2560",668,2560
"669,63",669,63
"669,100",669,100
"669,101",669,101
"669,279",669,279
"669,672",669,672
"670,279",670,279
"670,669",670,669
"670,671",670,671
"670,872",670,872
"670,971",670,971
"671,279",671,279
"671,669",671,669
"671,670",671,670
"671,871",671,871
"671,872",671,872
"672,668",672,668
"672,669",672,669
"672,1271",672,1271
"672,1740",672,1740
"672,1741",672,1741
"673,63",673,63
"673,99",673,99
"673,279",673,279
"673,1271",673,1271
"673,1272",673,1272
"674,280",674,280
"674,294",674,294
"674,675",674,675
"674,676",674,676
"674,1511",674,1511
"675,280",675,280
"675,674",675,674
"675,676",675,676
"675,1273",675,1273
"675,1274",675,1274
"677,280",677,280
"677,676",677,676
"677,1273",677,1273
"677,1274",677,1274
"677,1275",677,1275
"678,290",678,290
"678,292",678,292
"678,293",678,293
"678,358",678,358
"678,706",678,706
"679,76",679,76
"679,284",679,284
"679,285",679,285
"679,1742",679,1742
"679,1743",679,1743
"680,18",680,18
"680,152",680,152
"680,311",680,311
"680,2561",680,2561
"680,2562",680,2562
"681,18",681,18
"681,311",681,311
"681,955",681,955
"681,1276",681,1276
"681,1277",681,1277
"682,18",682,18
"682,36",682,36
"682,152",682,152
"682,311",682,311
"682,1278",682,1278
"683,8",683,8
"683,313",683,313
"683,1279",683,1279
"683,1280",683,1280
"683,1281",683,1281
"685,8",685,8
"685,315",685,315
"685,687",685,687
"685,1282",685,1282
"685,1283",685,1283
"686,161",686,161
"686,315",686,315
"686,452",686,452
"686,1744",686,1744
"686,1745",686,1745
"687,8",687,8
"687,315",687,315
"687,685",687,685
"687,719",687,719
"687,1746",687,1746
"688,448",688,448
"688,689",688,689
"688,690",688,690
"688,2423",688,2423
"688,2563",688,2563
"689,331",689,331
"689,517",689,517
"689,688",689,688
"689,690",689,690
"689,1284",689,1284
"690,329",690,329
"690,688",690,688
"690,689",690,689
"690,1284",690,1284
"690,1747",690,1747
"691,452",691,452
"691,1559",691,1559
"691,1561",691,1561
"691,2564",691,2564
"691,2565",691,2565
"692,304",692,304
"692,340",692,340
"692,873",692,873
"692,874",692,874
"692,875",692,875
"694,114",694,114
"694,340",694,340
"694,1285",694,1285
"694,1286",694,1286
"694,1287",694,1287
"695,114",695,114
"695,340",695,340
"695,698",695,698
"695,1288",695,1288
"695,1289",695,1289
"696,342",696,342
"696,481",696,481
"696,885",696,885
"696,1158",696,1158
"696,1584",696,1584
"697,343",697,343
"697,1290",697,1290
"697,1291",697,1291
"697,1292",697,1292
"697,1293",697,1293
"698,86",698,86
"698,114",698,114
"698,876",698,876
"698,877",698,877
"698,878",698,878
"699,1294",699,1294
"699,1295",699,1295
"699,1296",699,1296
"699,1297",699,1297
"699,1298",699,1298
"701,899",701,899
"701,1299",701,1299
"701,1300",701,1300
"701,1301",701,1301
"701,1302",701,1302
"702,879",702,879
"702,880",702,880
"702,881",702,881
"702,882",702,882
"702,883",702,883
"703,481",703,481
"703,696",703,696
"703,884",703,884
"703,885",703,885
"703,886",703,886
"704,355",704,355
"704,934",704,934
"704,1303",704,1303
"704,1304",704,1304
"704,1305",704,1305
"705,290",705,290
"705,292",705,292
"705,358",705,358
"705,678",705,678
"705,706",705,706
"706,290",706,290
"706,292",706,292
"706,293",706,293
"706,358",706,358
"706,678",706,678
"708,363",708,363
"708,707",708,707
"708,709",708,709
"708,710",708,710
"708,887",708,887
"709,363",709,363
"709,708",709,708
"709,710",709,710
"709,887",709,887
"709,888",709,888
"710,363",710,363
"710,708",710,708
"710,709",710,709
"710,887",710,887
"710,888",710,888
"712,373",712,373
"712,713",712,713
"712,714",712,714
"712,716",712,716
"712,1748",712,1748
"713,215",713,215
"713,373",713,373
"713,712",713,712
"713,714",713,714
"713,715",713,715
"714,373",714,373
"714,712",714,712
"714,715",714,715
"714,717",714,717
"714,1306",714,1306
"715,373",715,373
"715,889",715,889
"715,890",715,890
"715,891",715,891
"715,892",715,892
"716,768",716,768
"716,1307",716,1307
"716,1308",716,1308
"716,1309",716,1309
"716,1310",716,1310
"717,514",717,514
"717,893",717,893
"717,894",717,894
"717,895",717,895
"717,896",717,896
"718,330",718,330
"718,377",718,377
"718,721",718,721
"718,722",718,722
"718,723",718,723
"719,8",719,8
"719,687",719,687
"719,943",719,943
"719,1030",719,1030
"719,1031",719,1031
"720,330",720,330
"720,377",720,377
"720,718",720,718
"720,721",720,721
"720,723",720,723
"721,330",721,330
"721,377",721,377
"721,720",721,720
"721,722",721,722
"721,723",721,723
"722,330",722,330
"722,377",722,377
"722,720",722,720
"722,721",722,721
"722,723",722,723
"723,330",723,330
"723,377",723,377
"723,720",723,720
"723,721",723,721
"723,722",723,722
"724,302",724,302
"724,336",724,336
"724,897",724,897
"724,898",724,898
"724,899",724,899
"725,480",725,480
"725,785",725,785
"725,900",725,900
"725,901",725,901
"725,902",725,902
"726,401",726,401
"726,729",726,729
"726,903",726,903
"726,1354",726,1354
"726,1749",726,1749
"727,401",727,401
"727,726",727,726
"727,1750",727,1750
"727,1751",727,1751
"727,1752",727,1752
"728,401",728,401
"728,726",728,726
"728,729",728,729
"728,903",728,903
"728,1311",728,1311
"729,401",729,401
"729,726",729,726
"729,728",729,728
"729,903",729,903
"729,904",729,904
"730,404",730,404
"730,410",730,410
"730,732",730,732
"730,2566",730,2566
"730,2567",730,2567
"731,730",731,730
"731,732",731,732
"731,1178",731,1178
"731,1312",731,1312
"731,1313",731,1313
"732,409",732,409
"732,731",732,731
"732,1178",732,1178
"732,1312",732,1312
"732,1313",732,1313
"733,408",733,408
"733,409",733,409
"733,410",733,410
"733,730",733,730
"733,1177",733,1177
"734,414",734,414
"734,735",734,735
"734,736",734,736
"734,738",734,738
"734,905",734,905
"735,414",735,414
"735,734",735,734
"735,736",735,736
"735,738",735,738
"735,1314",735,1314
"736,414",736,414
"736,734",736,734
"736,735",736,735
"736,738",736,738
"736,1315",736,1315
"737,414",737,414
"737,734",737,734
"737,735",737,735
"737,738",737,738
"737,1314",737,1314
"738,735",738,735
"738,736",738,736
"738,1314",738,1314
"738,1551",738,1551
"738,1753",738,1753
"739,415",739,415
"739,740",739,740
"739,741",739,741
"739,742",739,742
"739,743",739,743
"740,415",740,415
"740,739",740,739
"740,741",740,741
"740,1754",740,1754
"740,1755",740,1755
"741,740",741,740
"741,906",741,906
"741,907",741,907
"741,908",741,908
"741,909",741,909
"742,415",742,415
"742,739",742,739
"742,740",742,740
"742,743",742,743
"742,2568",742,2568
"743,398",743,398
"743,415",743,415
"743,739",743,739
"743,742",743,742
"743,1756",743,1756
"744,417",744,417
"744,746",744,746
"744,748",744,748
"744,910",744,910
"744,911",744,911
"745,417",745,417
"745,746",745,746
"745,747",745,747
"745,748",745,748
"745,2569",745,2569
"746,417",746,417
"746,744",746,744
"746,745",746,745
"746,912",746,912
"746,913",746,913
"747,910",747,910
"747,1004",747,1004
"747,1005",747,1005
"747,1053",747,1053
"747,1757",747,1757
"748,910",748,910
"748,1004",748,1004
"748,1006",748,1006
"748,1053",748,1053
"748,1757",748,1757
"749,83",749,83
"749,165",749,165
"749,167",749,167
"749,427",749,427
"749,617",749,617
"750,84",750,84
"750,427",750,427
"750,749",750,749
"750,1316",750,1316
"750,1317",750,1317
"751,100",751,100
"751,307",751,307
"751,430",751,430
"751,752",751,752
"751,914",751,914
"752,18",752,18
"752,99",752,99
"752,100",752,100
"752,116",752,116
"752,430",752,430
"753,38",753,38
"753,434",753,434
"753,2570",753,2570
"753,2571",753,2571
"753,2572",753,2572
"754,435",754,435
"754,648",754,648
"754,757",754,757
"754,1508",754,1508
"754,2532",754,2532
"755,432",755,432
"755,435",755,435
"755,915",755,915
"755,916",755,916
"755,917",755,917
"756,432",756,432
"756,433",756,433
"756,435",756,435
"756,755",756,755
"756,916",756,916
"757,435",757,435
"757,754",757,754
"757,874",757,874
"757,915",757,915
"757,2573",757,2573
"758,437",758,437
"758,810",758,810
"758,2574",758,2574
"758,2575",758,2575
"758,2576",758,2576
"759,940",759,940
"759,1318",759,1318
"759,1319",759,1319
"759,1320",759,1320
"759,1321",759,1321
"760,160",760,160
"760,161",760,161
"760,312",760,312
"760,1758",760,1758
"760,1759",760,1759
"761,438",761,438
"761,439",761,439
"761,1760",761,1760
"761,1761",761,1761
"761,1762",761,1762
"762,108",762,108
"762,124",762,124
"762,126",762,126
"762,440",762,440
"762,918",762,918
"763,29",763,29
"763,143",763,143
"763,443",763,443
"763,764",763,764
"763,765",763,765
"764,29",764,29
"764,143",764,143
"764,144",764,144
"764,443",764,443
"764,765",764,765
"765,29",765,29
"765,143",765,143
"765,443",765,443
"765,763",765,763
"765,764",765,764
"766,93",766,93
"766,331",766,331
"766,847",766,847
"766,848",766,848
"766,919",766,919
"767,151",767,151
"767,848",767,848
"767,1322",767,1322
"767,1323",767,1323
"767,1324",767,1324
"768,450",768,450
"768,1183",768,1183
"768,1325",768,1325
"768,1326",768,1326
"768,1327",768,1327
"769,186",769,186
"769,464",769,464
"769,770",769,770
"769,771",769,771
"769,2577",769,2577
"770,186",770,186
"770,464",770,464
"770,465",770,465
"770,769",770,769
"770,771",770,771
"771,186",771,186
"771,464",771,464
"771,769",771,769
"771,770",771,770
"771,2578",771,2578
"772,132",772,132
"772,189",772,189
"772,190",772,190
"772,469",772,469
"772,920",772,920
"773,190",773,190
"773,620",773,620
"773,921",773,921
"773,922",773,922
"773,923",773,923
"774,622",774,622
"774,920",774,920
"774,1763",774,1763
"774,1764",774,1764
"774,1765",774,1765
"775,191",775,191
"775,243",775,243
"775,468",775,468
"775,776",775,776
"775,777",775,777
"776,191",776,191
"776,468",776,468
"776,572",776,572
"776,775",776,775
"776,2579",776,2579
"777,468",777,468
"777,775",777,775
"777,924",777,924
"777,925",777,925
"777,926",777,926
"778,191",778,191
"778,620",778,620
"778,776",778,776
"778,1254",778,1254
"778,1766",778,1766
"779,1328",779,1328
"779,1329",779,1329
"779,1330",779,1330
"779,1331",779,1331
"779,1332",779,1332
"780,216",780,216
"780,477",780,477
"780,781",780,781
"780,783",780,783
"780,1333",780,1333
"781,216",781,216
"781,477",781,477
"781,780",781,780
"781,783",781,783
"781,1333",781,1333
"782,783",782,783
"782,2580",782,2580
"782,2581",782,2581
"782,2582",782,2582
"782,2583",782,2583
"783,216",783,216
"783,477",783,477
"783,781",783,781
"783,782",783,782
"783,1333",783,1333
"784,8",784,8
"784,164",784,164
"784,455",784,455
"784,479",784,479
"784,481",784,481
"785,342",785,342
"785,481",785,481
"785,1425",785,1425
"785,2584",785,2584
"785,2585",785,2585
"786,1767",786,1767
"786,1768",786,1768
"786,1769",786,1769
"786,1770",786,1770
"786,1771",786,1771
"787,2586",787,2586
"787,2587",787,2587
"787,2588",787,2588
"787,2589",787,2589
"787,2590",787,2590
"788,927",788,927
"788,928",788,928
"788,929",788,929
"788,930",788,930
"788,931",788,931
"791,514",791,514
"791,790",791,790
"791,881",791,881
"791,1772",791,1772
"791,1773",791,1773
"792,525",792,525
"792,794",792,794
"792,932",792,932
"792,1774",792,1774
"792,1775",792,1775
"793,797",793,797
"793,932",793,932
"793,934",793,934
"793,1776",793,1776
"793,1777",793,1777
"794,524",794,524
"794,525",794,525
"794,796",794,796
"794,798",794,798
"794,933",794,933
"795,523",795,523
"795,932",795,932
"795,933",795,933
"795,934",795,934
"795,935",795,935
"796,524",796,524
"796,794",796,794
"796,797",796,797
"796,798",796,798
"796,934",796,934
"797,524",797,524
"797,796",797,796
"797,934",797,934
"797,935",797,935
"797,936",797,936
"798,223",798,223
"798,524",798,524
"798,794",798,794
"798,796",798,796
"798,937",798,937
"799,344",799,344
"799,526",799,526
"799,527",799,527
"799,529",799,529
"799,801",799,801
"800,344",800,344
"800,526",800,526
"800,527",800,527
"800,528",800,528
"800,738",800,738
"801,346",801,346
"801,1778",801,1778
"801,1779",801,1779
"801,1780",801,1780
"801,1781",801,1781
"802,541",802,541
"802,803",802,803
"802,805",802,805
"802,806",802,806
"802,1782",802,1782
"803,541",803,541
"803,802",803,802
"803,805",803,805
"803,806",803,806
"803,938",803,938
"804,541",804,541
"804,1334",804,1334
"804,1335",804,1335
"804,1336",804,1336
"804,1337",804,1337
"805,541",805,541
"805,802",805,802
"805,803",805,803
"805,806",805,806
"805,1782",805,1782
"806,541",806,541
"806,802",806,802
"806,803",806,803
"806,805",806,805
"806,1782",806,1782
"807,413",807,413
"807,548",807,548
"807,550",807,550
"807,551",807,551
"807,808",807,808
"808,370",808,370
"808,413",808,413
"808,548",808,548
"808,551",808,551
"808,807",808,807
"809,305",809,305
"809,342",809,342
"809,1783",809,1783
"809,1784",809,1784
"809,1785",809,1785
"810,120",810,120
"810,758",810,758
"810,939",810,939
"810,940",810,940
"810,941",810,941
"811,76",811,76
"811,284",811,284
"811,286",811,286
"811,306",811,306
"811,354",811,354
"812,439",812,439
"812,560",812,560
"812,761",812,761
"812,813",812,813
"812,814",812,814
"813,679",813,679
"813,1786",813,1786
"813,1787",813,1787
"813,1788",813,1788
"813,1789",813,1789
"814,439",814,439
"814,560",814,560
"814,761",814,761
"814,813",814,813
"814,2591",814,2591
"815,18",815,18
"815,458",815,458
"815,817",815,817
"815,1338",815,1338
"815,1339",815,1339
"816,458",816,458
"816,512",816,512
"816,566",816,566
"816,789",816,789
"816,942",816,942
"817,512",817,512
"817,942",817,942
"817,1382",817,1382
"817,1383",817,1383
"817,1790",817,1790
"818,165",818,165
"818,167",818,167
"818,458",818,458
"818,568",818,568
"818,617",818,617
"819,8",819,8
"819,687",819,687
"819,719",819,719
"819,820",819,820
"819,943",819,943
"820,167",820,167
"820,568",820,568
"820,819",820,819
"820,1791",820,1791
"820,1792",820,1792
"821,33",821,33
"821,94",821,94
"821,95",821,95
"821,489",821,489
"821,577",821,577
"822,94",822,94
"822,95",822,95
"822,489",822,489
"822,577",822,577
"822,821",822,821
"825,485",825,485
"825,582",825,582
"825,823",825,823
"825,826",825,826
"825,2592",825,2592
"827,186",827,186
"827,465",827,465
"827,466",827,466
"827,534",827,534
"827,584",827,584
"828,148",828,148
"828,210",828,210
"828,1921",828,1921
"828,2593",828,2593
"828,2594",828,2594
"829,210",829,210
"829,446",829,446
"829,565",829,565
"829,593",829,593
"829,830",829,830
"831,586",831,586
"831,601",831,601
"831,602",831,602
"831,832",831,832
"831,833",831,833
"832,600",832,600
"832,601",832,601
"832,602",832,602
"832,831",832,831
"832,833",832,833
"833,600",833,600
"833,601",833,601
"833,602",833,602
"833,831",833,831
"833,832",833,832
"834,29",834,29
"834,147",834,147
"834,603",834,603
"834,604",834,604
"834,605",834,605
"835,147",835,147
"835,606",835,606
"835,607",835,607
"835,2550",835,2550
"835,2595",835,2595
"836,612",836,612
"836,944",836,944
"836,945",836,945
"836,946",836,946
"836,947",836,947
"837,21",837,21
"837,98",837,98
"837,99",837,99
"837,2596",837,2596
"837,2597",837,2597
"838,36",838,36
"838,154",838,154
"838,155",838,155
"838,613",838,613
"838,614",838,614
"839,154",839,154
"839,614",839,614
"839,948",839,948
"839,949",839,949
"839,950",839,950
"840,30",840,30
"840,367",840,367
"840,368",840,368
"840,615",840,615
"840,951",840,951
"841,48",841,48
"841,156",841,156
"841,368",841,368
"841,615",841,615
"841,2598",841,2598
"842,166",842,166
"842,619",842,619
"842,952",842,952
"842,953",842,953
"842,954",842,954
"843,955",843,955
"843,956",843,956
"843,957",843,957
"843,958",843,958
"843,959",843,959
"844,166",844,166
"844,314",844,314
"844,619",844,619
"844,1386",844,1386
"844,2421",844,2421
"845,469",845,469
"845,470",845,470
"845,623",845,623
"845,1793",845,1793
"845,1794",845,1794
"846,191",846,191
"846,469",846,469
"846,470",846,470
"846,623",846,623
"846,845",846,845
"847,33",847,33
"847,56",847,56
"847,93",847,93
"847,624",847,624
"847,626",847,626
"848,93",848,93
"848,151",848,151
"848,429",848,429
"848,448",848,448
"848,766",848,766
"849,636",849,636
"849,1795",849,1795
"849,1796",849,1796
"849,1797",849,1797
"849,1798",849,1798
"850,636",850,636
"850,899",850,899
"850,1796",850,1796
"850,1825",850,1825
"850,2599",850,2599
"851,302",851,302
"851,636",851,636
"851,960",851,960
"851,961",851,961
"851,962",851,962
"852,142",852,142
"852,202",852,202
"852,473",852,473
"852,637",852,637
"852,638",852,638
"853,176",853,176
"853,1799",853,1799
"853,1800",853,1800
"853,1801",853,1801
"853,1802",853,1802
"854,183",854,183
"854,202",854,202
"854,1164",854,1164
"854,1939",854,1939
"854,2600",854,2600
"855,150",855,150
"855,205",855,205
"855,639",855,639
"855,641",855,641
"855,856",855,856
"856,150",856,150
"856,205",856,205
"856,206",856,206
"856,639",856,639
"856,640",856,640
"857,211",857,211
"857,643",857,643
"857,644",857,644
"857,858",857,858
"857,1340",857,1340
"858,211",858,211
"858,643",858,643
"858,859",858,859
"858,1724",858,1724
"858,1803",858,1803
"859,643",859,643
"859,644",859,644
"859,858",859,858
"859,1724",859,1724
"859,1803",859,1803
"860,651",860,651
"860,963",860,963
"860,964",860,964
"860,965",860,965
"860,966",860,966
"861,964",861,964
"861,967",861,967
"861,968",861,968
"861,969",861,969
"861,970",861,970
"862,18",862,18
"862,458",862,458
"862,952",862,952
"862,966",862,966
"862,1040",862,1040
"863,657",863,657
"863,864",863,864
"863,1341",863,1341
"863,1342",863,1342
"863,1343",863,1343
"864,657",864,657
"864,863",864,863
"864,1343",864,1343
"864,1804",864,1804
"864,1805",864,1805
"867,281",867,281
"867,482",867,482
"867,866",867,866
"867,2601",867,2601
"867,2602",867,2602
"868,662",868,662
"868,866",868,866
"868,869",868,869
"868,870",868,870
"868,1806",868,1806
"869,662",869,662
"869,866",869,866
"869,868",869,868
"869,870",869,870
"869,1807",869,1807
"870,662",870,662
"870,866",870,866
"870,1344",870,1344
"870,1345",870,1345
"870,1346",870,1346
"871,279",871,279
"871,669",871,669
"871,670",871,670
"871,671",871,671
"871,673",871,673
"872,279",872,279
"872,389",872,389
"872,670",872,670
"872,671",872,671
"872,971",872,971
"873,340",873,340
"873,356",873,356
"873,692",873,692
"873,874",873,874
"873,972",873,972
"874,302",874,302
"874,648",874,648
"874,754",874,754
"874,972",874,972
"874,1347",874,1347
"875,302",875,302
"875,1348",875,1348
"875,1349",875,1349
"875,1350",875,1350
"875,1351",875,1351
"876,86",876,86
"876,698",876,698
"876,753",876,753
"876,878",876,878
"876,1808",876,1808
"877,22",877,22
"877,39",877,39
"877,86",877,86
"877,1809",877,1809
"877,1810",877,1810
"878,38",878,38
"878,114",878,114
"878,434",878,434
"878,753",878,753
"878,1811",878,1811
"879,973",879,973
"879,974",879,974
"879,975",879,975
"879,976",879,976
"879,977",879,977
"880,881",880,881
"880,976",880,976
"880,978",880,978
"880,979",880,979
"880,2603",880,2603
"881,880",881,880
"881,976",881,976
"881,978",881,978
"881,979",881,979
"881,980",881,980
"882,974",882,974
"882,976",882,976
"882,1812",882,1812
"882,1813",882,1813
"882,1814",882,1814
"883,790",883,790
"883,975",883,975
"883,1815",883,1815
"883,1816",883,1816
"883,1817",883,1817
"884,28",884,28
"884,76",884,76
"884,78",884,78
"884,81",884,81
"884,2604",884,2604
"885,342",885,342
"885,481",885,481
"885,696",885,696
"885,1158",885,1158
"885,2605",885,2605
"886,342",886,342
"886,703",886,703
"886,884",886,884
"886,2604",886,2604
"886,2606",886,2606
"887,363",887,363
"887,708",887,708
"887,709",887,709
"887,710",887,710
"887,888",887,888
"888,363",888,363
"888,708",888,708
"888,709",888,709
"888,710",888,710
"888,887",888,887
"889,717",889,717
"889,981",889,981
"889,1201",889,1201
"889,1353",889,1353
"889,1818",889,1818
"890,889",890,889
"890,981",890,981
"890,982",890,982
"890,983",890,983
"890,984",890,984
"891,889",891,889
"891,980",891,980
"891,985",891,985
"891,986",891,986
"891,987",891,987
"892,889",892,889
"892,981",892,981
"892,986",892,986
"892,1045",892,1045
"892,1819",892,1819
"893,371",893,371
"893,717",893,717
"893,894",893,894
"893,1352",893,1352
"893,1353",893,1353
"894,717",894,717
"894,893",894,893
"894,895",894,895
"894,1352",894,1352
"894,1820",894,1820
"895,717",895,717
"895,893",895,893
"895,894",895,894
"895,1352",895,1352
"895,1353",895,1353
"896,717",896,717
"896,988",896,988
"896,989",896,989
"896,990",896,990
"896,991",896,991
"897,724",897,724
"897,1576",897,1576
"897,1821",897,1821
"897,1822",897,1822
"897,1823",897,1823
"898,899",898,899
"898,992",898,992
"898,993",898,993
"898,994",898,994
"898,995",898,995
"899,994",899,994
"899,1299",899,1299
"899,1576",899,1576
"899,1824",899,1824
"899,1825",899,1825
"900,480",900,480
"900,785",900,785
"900,2607",900,2607
"900,2608",900,2608
"900,2609",900,2609
"901,337",901,337
"901,725",901,725
"901,996",901,996
"901,997",901,997
"901,998",901,998
"902,337",902,337
"902,481",902,481
"902,785",902,785
"902,1465",902,1465
"902,1466",902,1466
"903,401",903,401
"903,726",903,726
"903,729",903,729
"903,904",903,904
"903,1354",903,1354
"904,894",904,894
"904,903",904,903
"904,1354",904,1354
"904,1355",904,1355
"904,1356",904,1356
"905,2610",905,2610
"905,2611",905,2611
"905,2612",905,2612
"905,2613",905,2613
"905,2614",905,2614
"906,741",906,741
"906,999",906,999
"906,1000",906,1000
"906,1001",906,1001
"906,1002",906,1002
"907,741",907,741
"907,1225",907,1225
"907,1357",907,1357
"907,1358",907,1358
"907,1359",907,1359
"908,346",908,346
"908,530",908,530
"908,741",908,741
"908,909",908,909
"908,2615",908,2615
"909,530",909,530
"909,740",909,740
"909,741",909,741
"909,1225",909,1225
"909,1360",909,1360
"910,747",910,747
"910,1003",910,1003
"910,1004",910,1004
"910,1005",910,1005
"910,1006",910,1006
"911,747",911,747
"911,748",911,748
"911,1005",911,1005
"911,1006",911,1006
"911,1757",911,1757
"912,417",912,417
"912,744",912,744
"912,746",912,746
"912,913",912,913
"912,1007",912,1007
"913,367",913,367
"913,368",913,368
"913,1361",913,1361
"913,1362",913,1362
"913,1363",913,1363
"914,97",914,97
"914,430",914,430
"914,751",914,751
"914,2616",914,2616
"914,2617",914,2617
"915,201",915,201
"915,435",915,435
"915,646",915,646
"915,755",915,755
"915,1364",915,1364
"916,435",916,435
"916,755",916,755
"916,756",916,756
"916,2618",916,2618
"916,2619",916,2619
"917,22",917,22
"917,37",917,37
"917,78",917,78
"917,877",917,877
"917,1365",917,1365
"918,108",918,108
"918,124",918,124
"918,126",918,126
"918,440",918,440
"918,762",918,762
"919,93",919,93
"919,429",919,429
"919,448",919,448
"919,449",919,449
"919,766",919,766
"920,117",920,117
"920,191",920,191
"920,469",920,469
"920,772",920,772
"920,1008",920,1008
"921,190",921,190
"921,772",921,772
"921,773",921,773
"921,1009",921,1009
"921,1010",921,1010
"922,621",922,621
"922,1011",922,1011
"922,1012",922,1012
"922,1013",922,1013
"922,1014",922,1014
"923,190",923,190
"923,1366",923,1366
"923,1367",923,1367
"923,1368",923,1368
"923,1369",923,1369
"924,777",924,777
"924,925",924,925
"924,1872",924,1872
"924,2620",924,2620
"924,2621",924,2621
"925,777",925,777
"925,1015",925,1015
"925,1016",925,1016
"925,1017",925,1017
"925,1018",925,1018
"926,470",926,470
"926,472",926,472
"926,572",926,572
"926,598",926,598
"926,1826",926,1826
"927,788",927,788
"927,930",927,930
"927,931",927,931
"927,1019",927,1019
"927,1020",927,1020
"928,317",928,317
"928,788",928,788
"928,1370",928,1370
"928,1371",928,1371
"928,1372",928,1372
"929,18",929,18
"929,429",929,429
"929,449",929,449
"929,788",929,788
"929,1566",929,1566
"930,27",930,27
"930,788",930,788
"930,927",930,927
"930,1019",930,1019
"930,1020",930,1020
"931,927",931,927
"931,930",931,930
"931,1090",931,1090
"931,1373",931,1373
"931,1374",931,1374
"932,524",932,524
"932,793",932,793
"932,797",932,797
"932,934",932,934
"932,1776",932,1776
"933,524",933,524
"933,794",933,794
"933,795",933,795
"933,2003",933,2003
"933,2622",933,2622
"934,797",934,797
"934,932",934,932
"934,935",934,935
"934,1021",934,1021
"934,1022",934,1022
"935,797",935,797
"935,934",935,934
"935,1021",935,1021
"935,1375",935,1375
"935,1376",935,1376
"936,797",936,797
"936,934",936,934
"936,1377",936,1377
"936,1378",936,1378
"936,1379",936,1379
"937,794",937,794
"937,796",937,796
"937,798",937,798
"937,1380",937,1380
"937,1381",937,1381
"938,512",938,512
"938,1023",938,1023
"938,1024",938,1024
"938,1025",938,1025
"938,1026",938,1026
"939,78",939,78
"939,81",939,81
"939,82",939,82
"939,556",939,556
"939,758",939,758
"940,541",940,541
"940,759",940,759
"940,1027",940,1027
"940,1028",940,1028
"940,1029",940,1029
"941,758",941,758
"941,1827",941,1827
"941,1828",941,1828
"941,1829",941,1829
"941,1830",941,1830
"942,512",942,512
"942,789",942,789
"942,1382",942,1382
"942,1383",942,1383
"942,1384",942,1384
"943,719",943,719
"943,1030",943,1030
"943,1031",943,1031
"943,1032",943,1032
"943,1033",943,1033
"944,612",944,612
"944,836",944,836
"944,945",944,945
"944,946",944,946
"944,1034",944,1034
"945,612",945,612
"945,836",945,836
"945,944",945,944
"945,946",945,946
"945,1034",945,1034
"946,612",946,612
"946,836",946,836
"946,944",946,944
